signal_id,timestamp,signal_strength,frequency,bandwidth,modulation_type,encryption_protocol,wavelet_energy,entropy,latency,label
303,303,0.539304743,0.512888908,0.755617034,0,1,38.77252128,0.621023826,0.910941746,0
304,304,0.636439552,0.293610467,0.5869926,1,1,30.69424786,0.511721353,0.464906085,1
305,305,0.725412442,0.932165224,0.828972,2,0,19.4350726,0.735121063,0.56892651,0
306,306,0.976050569,0.397183701,0.080210615,1,2,19.20394644,0.459955727,0.707419645,1
307,307,0.514884484,0.087120679,0.477132809,1,1,30.91141085,0.543301546,0.79895639,0
308,308,0.320861414,0.617335109,0.630491406,1,0,19.35851813,0.363842312,0.60186231,0
309,309,0.794750025,0.113878452,0.829186381,1,1,33.0119154,0.469489718,0.738958917,0
310,310,0.268554085,0.345368282,0.78397227,1,0,26.98287996,0.560177293,0.916100103,0
311,311,0.437283909,0.507630734,0.277227161,0,0,46.32133885,0.6339612,0.728509318,1
312,312,0.075502421,0.874607902,0.941490058,0,1,26.96241215,0.269735079,0.332516692,1
313,313,0.022210229,0.493759078,0.124399766,2,2,29.43478105,0.715136883,0.754958398,0
314,314,0.962800521,0.702566048,0.875698741,0,2,27.90739353,0.391881763,0.19984546,1
315,315,0.835687256,0.993256074,0.971570605,0,0,34.21758203,0.226579425,0.612358996,0
316,316,0.695189516,0.131537194,0.177243404,0,2,38.14088333,0.486411821,0.762655595,0
317,317,0.407159981,0.274844651,0.722526966,1,0,25.99845238,0.360074477,0.586061713,0
318,318,0.170673515,0.394743627,0.040282209,1,2,29.20801999,0.595723016,0.274840869,0
319,319,0.153757019,0.422008107,0.40566813,2,1,26.73532574,0.279532178,0.933795736,1
320,320,0.247892404,0.411196095,0.516604087,2,2,24.74486655,0.635343387,0.87843538,0
321,321,0.547926467,0.908011543,0.581009837,2,0,31.80559208,0.533048702,0.650956936,0
322,322,0.713876649,0.714345274,0.936543771,1,0,44.48057718,0.343382996,0.989958948,0
323,323,0.659287007,0.608169647,0.672677671,0,2,20.51379009,0.416294491,0.454847036,0
324,324,0.277687704,0.309501576,0.481574905,0,1,23.26117642,0.485276724,0.861624245,1
325,325,0.954990046,0.824152858,0.810195589,1,0,29.02866687,0.536552276,0.562994913,0
326,326,0.737259497,0.9554826,0.951149282,2,0,46.66416475,0.534003549,0.55159928,0
327,327,0.553071867,0.82155958,0.022050433,2,0,31.41855845,0.806930454,0.138033844,1
328,328,0.610640083,0.001554176,0.983159513,2,0,47.45234154,0.560948882,0.183045211,0
329,329,0.417844501,0.636678744,0.086160045,1,0,23.14642923,0.697609968,0.59614862,0
330,330,0.245371672,0.051146964,0.814910541,2,1,32.00909151,0.55406382,0.215014908,0
331,331,0.353993602,0.257712569,0.280494888,2,2,28.35627864,0.673688424,0.343289083,0
332,332,0.75727877,0.059540093,0.132238917,1,1,29.59881251,0.587485593,0.303012955,0
333,333,0.011214482,0.604058019,0.44012439,0,1,27.74562841,0.735552241,0.140973804,0
334,334,0.113250822,0.68689008,0.644364298,1,0,31.48954719,0.525718161,0.081279771,0
335,335,0.042934675,0.114527991,0.381180488,1,1,28.03015048,0.816136775,0.459442023,0
336,336,0.037642309,0.384001559,0.054571821,1,0,44.59464938,0.330469957,0.962982737,1
337,337,0.855236152,0.456432063,0.599838562,1,1,39.41918115,0.745383873,0.311674347,0
338,338,0.702900161,0.369208983,0.902986966,0,0,19.9184316,0.503606391,0.321209308,1
339,339,0.472609979,0.121068322,0.38344555,2,0,31.65585097,0.460543399,0.391412819,1
340,340,0.094948272,0.41912641,0.216449335,1,1,34.29759872,0.527375874,0.880926296,1
341,341,0.490113297,0.751507546,0.442847949,0,1,29.80866041,0.76127817,0.081637559,0
342,342,0.471905455,0.071028272,0.048364901,2,2,28.15533196,0.529951021,0.482876273,0
343,343,0.17058074,0.080204787,0.8210155,2,2,41.42509756,0.257837319,0.174022437,0
344,344,0.432146152,0.354920767,0.826872711,2,2,17.48966549,0.352799573,0.163785785,1
345,345,0.396675068,0.942141745,0.588370082,1,1,38.10667979,0.34768063,0.680069672,0
346,346,0.614783941,0.668864631,0.35331257,1,1,23.92797458,0.534792396,0.270132155,0
347,347,0.634095094,0.678966526,0.800297183,2,0,29.99071884,0.75049583,0.722065966,0
348,348,0.042233589,0.362072712,0.555033961,2,2,40.8350714,0.515667866,0.763749844,0
349,349,0.372699018,0.593918755,0.826463931,2,0,23.30377226,0.645554575,0.960504282,1
350,350,0.624828922,0.010124145,0.631858002,2,0,27.79366288,0.708542858,0.853395401,0
351,351,0.501674151,0.636373282,0.784908821,2,0,32.35137836,0.17192288,0.5772636,1
352,352,0.856269025,0.913690066,0.598939804,2,0,29.31978879,0.422637005,0.629468042,0
353,353,0.657777979,0.612840021,0.41439231,0,2,36.33220986,0.424522158,0.912800262,1
354,354,0.160277228,0.874083733,0.958567368,2,0,34.77049163,0.398513659,0.649714543,1
355,355,0.067587078,0.724290199,0.54145152,1,1,31.00985089,0.486116469,0.970840581,0
356,356,0.641446456,0.120601526,0.605470773,1,1,17.80127648,0.495265245,0.071876676,1
357,357,0.023374873,0.902851505,0.220607026,1,1,33.26650866,0.760423153,0.092445893,0
358,358,0.584603776,0.066462379,0.626046044,2,2,26.02535258,0.13258295,0.833188387,0
359,359,0.940303595,0.534198327,0.571966107,1,0,27.10842809,0.661481116,0.203095351,0
360,360,0.574266185,0.142190034,0.184933511,0,2,25.97281397,0.592617636,0.629414737,1
361,361,0.386303954,0.011700287,0.059596929,2,0,25.02706026,0.092692079,0.606344671,0
362,362,0.642318449,0.422214282,0.604740077,1,2,39.60863109,0.534665859,0.076727584,0
363,363,0.456633112,0.295163057,0.764181514,0,2,38.3377388,0.574498379,0.946731012,1
364,364,0.544303911,0.486209565,0.523727006,0,0,43.25521408,0.716386964,0.545855027,0
365,365,0.9415425,0.577450375,0.226896291,1,2,28.4960616,0.637486473,0.437425331,0
366,366,0.384229404,0.043747296,0.66694506,0,0,39.18922211,0.49428707,0.93113084,1
367,367,0.961337549,0.123047516,0.080129529,1,1,22.42710866,0.443569859,0.998071341,1
368,368,0.905301468,0.558884457,0.442103802,0,1,55.68778019,0.378165229,0.86849079,1
369,369,0.193249358,0.343311558,0.163447252,2,1,21.95747382,0.741202366,0.410842235,0
370,370,0.06637539,0.729492993,0.184553906,2,2,55.21151809,0.553795079,0.916927638,0
371,371,0.097902454,0.652576239,0.202400948,2,1,39.89152638,0.34653612,0.209475802,1
372,372,0.015056268,0.845976744,0.386939619,2,0,22.25079761,0.492288741,0.672372583,0
373,373,0.091545159,0.692795674,0.051154293,2,1,41.48653156,0.72483901,0.168417485,0
374,374,0.68217653,0.430114685,0.398033551,1,1,27.89101214,0.353627241,0.910212292,0
375,375,0.068209157,0.673260602,0.51202512,2,2,41.20246854,0.450297815,0.182575732,1
376,376,0.316866587,0.275494595,0.483592611,2,0,29.10193242,0.495125449,0.561874957,0
377,377,0.844613694,0.306440967,0.383013991,2,2,42.66683585,0.566863999,0.241487432,0
378,378,0.020124118,0.789331828,0.839687228,2,2,33.11376628,0.582842715,0.471961835,1
379,379,0.81410005,0.446610612,0.145394903,0,0,45.79340655,0.388662431,0.311632692,0
380,380,0.27961533,0.798731275,0.506010324,2,2,23.35176116,0.467653868,0.053595075,0
381,381,0.115350358,0.822784227,0.06205292,2,0,29.28532265,0.355979404,0.616372624,0
382,382,0.695955156,0.857940149,0.071173388,1,1,26.92047807,0.363942269,0.437457301,0
383,383,0.627922683,0.917039874,0.574225845,0,0,32.22859569,0.569353971,0.549818022,1
384,384,0.877324905,0.431169307,0.566373077,1,0,31.13262928,0.547556128,0.652342731,1
385,385,0.734423697,0.318999988,0.87860061,2,0,28.96940794,0.532207166,0.385937898,1
386,386,0.803073899,0.582451505,0.558222782,1,2,24.63363456,0.609878234,0.931753534,0
387,387,0.279795759,0.371329347,0.960413785,1,0,39.91338931,0.498724218,0.280893642,1
388,388,0.1748333,0.601335497,0.048697264,2,0,37.92137035,0.549477219,0.560216887,0
389,389,0.750022008,0.705894656,0.098043677,0,0,29.31331854,0.522382401,0.679299477,0
390,390,0.80643949,0.688706009,0.044065125,0,1,35.28607994,0.588524765,0.894622203,0
391,391,0.990755106,0.374711346,0.185372262,1,0,28.88676733,0.320422291,0.596737527,1
392,392,0.410837587,0.166924339,0.541607912,2,2,15.93136172,0.741579065,0.555128206,0
393,393,0.370095374,0.430713218,0.645981,1,0,34.48300527,0.591891047,0.090930369,1
394,394,0.775910843,0.142647261,0.045585456,1,0,30.2428312,0.391315305,0.30572312,0
395,395,0.338771176,0.890489622,0.946584244,1,1,39.33172671,0.417021447,0.403139845,0
396,396,0.930797402,0.346022897,0.842708052,2,0,38.53136337,0.755873377,0.854696143,1
397,397,0.85819869,0.154518253,0.2967837,2,2,42.9823586,0.688828628,0.86044369,0
398,398,0.427271466,0.025447677,0.077209346,0,0,29.69532743,0.435773551,0.207842708,1
399,399,0.750279224,0.646104039,0.169972006,2,2,35.23813644,0.427697248,0.278820007,1
400,400,0.753963929,0.637179919,0.127000108,1,1,44.95132067,0.229937989,0.518076026,1
401,401,0.100256562,0.340747208,0.123336981,1,0,19.92630481,0.514802841,0.495651157,0
402,402,0.902493904,0.071732816,0.518884028,0,1,26.96344269,0.547322057,0.266595926,0
403,403,0.503797698,0.409803283,0.245984096,2,0,26.75204534,0.247383786,0.632941565,1
404,404,0.826131149,0.311347191,0.358352828,1,2,43.3322373,0.375192645,0.510010078,1
405,405,0.31794433,0.677416506,0.99014833,0,1,24.67590756,0.483974982,0.94073286,1
406,406,0.895439532,0.606042717,0.684749446,0,0,33.75094857,0.571932375,0.548541476,0
407,407,0.387339331,0.364747664,0.949596071,1,2,34.95947361,0.529231516,0.824137357,1
408,408,0.007646154,0.217979867,0.142622879,1,1,34.81066346,0.570664228,0.500671959,0
409,409,0.905332912,0.98847303,0.382368927,2,0,39.09176768,0.622578465,0.85868314,1
410,410,0.088377788,0.45419616,0.55507877,0,1,40.63253715,0.206699648,0.91070974,1
411,411,0.317205781,0.688575167,0.076779585,1,0,44.12444381,0.477066401,0.194347055,0
412,412,0.950169859,0.140605158,0.004159555,0,2,29.33283126,0.476347759,0.361254541,1
413,413,0.950716954,0.485798584,0.67086008,2,2,27.98946585,0.239386555,0.738682252,1
414,414,0.572222742,0.027537585,0.64222578,1,1,34.45797319,0.538754401,0.066339833,0
415,415,0.630827216,0.505673024,0.411037769,2,1,34.022953,0.441097199,0.772325186,0
416,416,0.446791292,0.964443564,0.489946726,0,0,31.71474897,0.553252452,0.440946781,0
417,417,0.291011219,0.384369556,0.415695128,2,2,37.58704162,0.009665477,0.294331945,0
418,418,0.326589538,0.039002082,0.02399065,2,0,32.14326915,0.626925073,0.200919923,1
419,419,0.671651369,0.030958209,0.335569215,0,2,27.14221433,0.452944748,0.794178071,1
420,420,0.751787968,0.388151319,0.177172088,2,1,48.89924421,0.598012426,0.296143623,0
421,421,0.791130203,0.16008597,0.098460465,0,0,40.69334796,0.528393906,0.622716465,0
422,422,0.789162413,0.023351061,0.957341108,1,0,21.23306829,0.499907381,0.065535215,0
423,423,0.088296931,0.756545399,0.599737078,0,2,27.54980106,0.653433198,0.997166247,0
424,424,0.492927579,0.458719601,0.729121673,0,2,22.48416086,0.644496801,0.906429951,1
425,425,0.054531388,0.289364489,0.315547729,1,2,46.13053414,0.225697079,0.143819415,1
426,426,0.548229746,0.900480305,0.393384076,0,1,18.95857619,0.538228475,0.153221907,0
427,427,0.439851979,0.116180063,0.237054571,1,0,49.29219733,0.355677929,0.680863969,0
428,428,0.887593019,0.956341308,0.097000953,1,2,31.51649425,0.372131089,0.920260754,1
429,429,0.348918169,0.314097661,0.179122797,0,1,31.70753624,0.450485197,0.769282597,0
430,430,0.114248691,0.88879549,0.798026318,2,2,40.49977923,0.800953466,0.981743036,1
431,431,0.140264427,0.603205056,0.677976394,2,0,31.42806084,0.449205622,0.452457177,0
432,432,0.760956164,0.827071159,0.54727053,1,2,19.88573652,0.89125961,0.338507464,1
433,433,0.617160225,0.984448401,0.475382613,2,0,43.10782732,0.121376939,0.771851161,0
434,434,0.09824834,0.288524774,0.923031612,2,1,36.89003461,0.497115511,0.456978507,0
435,435,0.081172695,0.961560333,0.072753732,0,1,35.42873547,0.579594539,0.871760166,0
436,436,0.700201988,0.389647133,0.280761129,1,2,29.55697821,0.688595037,0.464582944,0
437,437,0.069789046,0.38567534,0.35014538,1,0,40.66852059,0.333752388,0.547435847,0
438,438,0.821517592,0.340530047,0.782927812,0,0,42.53655741,0.383558015,0.611840373,1
439,439,0.705493608,0.541641841,0.993159665,2,0,40.66570691,0.717956155,0.287523626,0
440,440,0.078404981,0.154203406,0.240803643,1,2,33.77632599,0.76220086,0.009483445,0
441,441,0.08190617,0.553951307,0.874871894,2,0,49.15355344,0.370126714,0.669098735,0
442,442,0.986875963,0.541939181,0.831157576,1,0,30.30647192,0.67953736,0.193993354,0
443,443,0.372355998,0.762236181,0.224779623,1,0,24.13517572,0.715798607,0.644555273,0
444,444,0.368714602,0.834016914,0.399573739,1,0,25.11195097,0.275238569,0.79813679,0
445,445,0.812425272,0.440629731,0.409921068,1,2,33.24024344,0.57277316,0.475627172,1
446,446,0.947346586,0.30245891,0.978855981,2,2,27.57742854,0.280540247,0.965448068,1
447,447,0.986235206,0.259441031,0.180984328,2,0,30.33564916,0.48205547,0.786477721,0
448,448,0.752795149,0.194700583,0.799671363,2,0,36.50603132,0.419778912,0.911449357,0
449,449,0.374351774,0.057662122,0.33438952,2,1,42.83021701,0.579838157,0.369929638,0
450,450,0.080564476,0.342591857,0.731337242,0,1,35.32447626,0.755126257,0.760693046,1
451,451,0.776647377,0.270358782,0.420266242,1,0,26.46575913,0.634614469,0.093972594,0
452,452,0.557136292,0.966844632,0.578722818,1,0,16.45524066,0.520216449,0.293980125,1
453,453,0.422482684,0.557950463,0.833147944,1,1,30.90596731,0.644789943,0.249861766,1
454,454,0.906308737,0.347423111,0.804682367,0,1,24.3984305,0.485030026,0.029796632,1
455,455,0.108358538,0.580719573,0.866982375,2,0,27.16004638,0.774029455,0.005474455,0
456,456,0.491126072,0.139248276,0.059627178,1,2,26.17422478,0.499690386,0.410197305,1
457,457,0.00816396,0.444233766,0.692491018,2,2,27.70605719,0.625565975,0.594956007,1
458,458,0.467077425,0.626507078,0.140051952,2,0,39.53067953,0.52844913,0.925272813,1
459,459,0.053271494,0.489108219,0.416070951,0,0,22.97092884,0.462753162,0.258446437,0
460,460,0.116005741,0.401949623,0.548931199,0,1,25.86879734,0.481711638,0.538660146,0
461,461,0.114709534,0.994288093,0.402982963,2,1,29.58126509,0.388393882,0.914283584,0
462,462,0.648261336,0.880702906,0.51993473,1,2,20.00377337,0.61741212,0.040578053,0
463,463,0.745436082,0.62367743,0.997174086,1,0,46.91679189,0.758765993,0.468002799,0
464,464,0.582188505,0.569624297,0.135278641,0,1,46.23443997,0.438210584,0.118039469,0
465,465,0.962322983,0.620930705,0.675885211,0,2,28.62178201,0.627139031,0.468991238,0
466,466,0.372957889,0.201391891,0.396239856,0,2,29.093282,0.489438301,0.580049753,0
467,467,0.283486192,0.39530555,0.133069623,0,2,17.46481766,0.258133476,0.141590759,0
468,468,0.86842085,0.039465813,0.158814105,0,1,47.47123645,0.14903015,0.902690566,0
469,469,0.221151737,0.475750361,0.949888709,0,1,18.26242133,0.429205058,0.923254502,0
470,470,0.963376663,0.543259552,0.880169661,0,0,46.87971627,0.684431603,0.797844892,1
471,471,0.008967603,0.227841526,0.907628809,1,0,30.58997497,0.695957535,0.707819792,0
472,472,0.970056333,0.964455009,0.992177153,0,2,26.6511955,0.559953843,0.687637533,0
473,473,0.040081959,0.909855988,0.208426488,0,2,25.40130651,0.544958046,0.459854991,1
474,474,0.89104403,0.722459548,0.35565061,1,1,31.28864461,0.627309597,0.696629017,0
475,475,0.526325295,0.53361722,0.669643949,1,1,24.22813971,0.495143382,0.994832076,1
476,476,0.993223401,0.870352605,0.484101212,2,0,23.33443422,0.74302748,0.043529633,1
477,477,0.070826235,0.130700038,0.418643667,0,0,23.05503479,0.416281411,0.648693725,0
478,478,0.552570343,0.790857154,0.358024137,0,0,28.96778444,0.315243643,0.746599014,0
479,479,0.969478017,0.12486586,0.594154187,0,1,27.55945526,0.361593603,0.456714883,0
480,480,0.521705859,0.794559703,0.5759546,0,2,51.79867207,0.659825558,0.591042341,1
481,481,0.628380076,0.275881165,0.161537028,2,0,45.17918293,0.531375305,0.491029175,1
482,482,0.694963207,0.877477261,0.472030297,1,0,23.98576439,0.387022494,0.947872214,0
483,483,0.452908247,0.944459179,0.553817885,1,1,30.20501886,0.566222996,0.668668172,0
484,484,0.626533052,0.148851903,0.570644497,0,0,30.13609417,0.344160509,0.571090933,1
485,485,0.583137373,0.462874083,0.210219511,0,2,35.34054252,0.524429923,0.573326473,0
486,486,0.901094108,0.981421241,0.742746051,0,1,38.48054939,0.496155817,0.221584652,0
487,487,0.042376459,0.483615329,0.025185513,2,0,38.14342309,0.477350348,0.878971183,1
488,488,0.278720613,0.863928052,0.355042714,2,0,16.73284873,0.547390176,0.647350793,1
489,489,0.950520604,0.588987247,0.780713141,1,1,43.8268593,0.784835822,0.516063102,1
490,490,0.890161611,0.375488719,0.564246126,0,1,27.05330523,0.644798325,0.796426585,0
491,491,0.454027855,0.285901701,0.261309513,0,0,27.35551423,0.31631679,0.145170839,1
492,492,0.619081485,0.203303742,0.69539556,0,2,36.52605304,0.509663352,0.283130021,0
493,493,0.275126023,0.762132513,0.56774653,0,1,25.99781587,0.526556016,0.105017152,1
494,494,0.185552439,0.386704409,0.796755017,2,2,36.03629086,0.528923734,0.513848979,0
495,495,0.462097756,0.511496012,0.735494912,1,0,24.77178254,0.779442286,0.074920764,1
496,496,0.351363946,0.492537423,0.610492594,1,2,28.96377276,0.551274908,0.420020918,0
497,497,0.582476861,0.577529553,0.488479327,2,0,23.6536061,0.319807561,0.250334009,1
498,498,0.074778141,0.865958597,0.133242067,0,0,27.18503529,0.506548836,0.547818988,1
499,499,0.974588178,0.981173094,0.261480215,1,0,30.43851654,0.41152266,0.254597929,0
500,500,0.986445623,0.407757668,0.41935409,1,0,32.96584535,0.411069912,0.776823378,0
501,501,0.697384709,0.82788309,0.599676599,2,2,31.61219806,0.606086086,0.170954178,0
502,502,0.534750044,0.764863355,0.51402689,0,0,18.75878255,0.767767899,0.520535225,0
503,503,0.307385383,0.573777773,0.288350006,1,0,27.03480589,0.637725076,0.012791562,0
504,504,0.813424221,0.956469681,0.006438019,0,2,26.71394122,0.717338646,0.631934869,0
505,505,0.683906987,0.200553919,0.496546362,1,1,32.58147214,0.605116555,0.763154359,1
506,506,0.159958625,0.109302191,0.285789726,2,2,27.5432172,0.375521822,0.279912437,1
507,507,0.9108976,0.854338143,0.735077742,0,2,52.95191639,0.602936683,0.894472642,0
508,508,0.822197155,0.439337611,0.02393183,2,2,51.45361365,0.61038361,0.848004219,1
509,509,0.949906885,0.847341855,0.58519527,1,0,18.95168989,0.613504906,0.777120668,0
510,510,0.72503931,0.893484151,0.94208453,2,0,29.89995802,0.604371642,0.004236704,0
511,511,0.612340486,0.062474318,0.174497279,2,0,35.34654796,0.562603619,0.231754498,0
512,512,0.416482708,0.883854338,0.471939888,2,1,36.17851461,0.529852489,0.973557862,0
513,513,0.932775485,0.448511014,0.0914535,1,0,35.2484616,0.336005093,0.380588179,0
514,514,0.865876706,0.510652656,0.626077188,0,1,39.84486833,0.594202791,0.336572158,1
515,515,0.042147949,0.62686543,0.550875788,2,0,43.73977247,0.641553787,0.176403042,0
516,516,0.02323003,0.926791672,0.407612152,0,2,21.00314564,0.898929139,0.743926282,1
517,517,0.374556271,0.019113136,0.521701278,1,0,32.97192689,0.722938975,0.164050426,0
518,518,0.810171144,0.477048381,0.89715438,0,1,36.66676732,0.771450969,0.307071601,1
519,519,0.98751475,0.688022723,0.196397216,2,1,30.76095609,0.550643165,0.80734937,0
520,520,0.14771572,0.723023526,0.022549136,2,0,33.22029733,0.234953764,0.919957022,0
521,521,0.592988261,0.692835297,0.862220837,2,2,33.05870038,0.302694972,0.053841186,0
522,522,0.378999314,0.134484541,0.577479291,2,0,39.47117189,0.351174771,0.179894121,0
523,523,0.970092029,0.299519915,0.891234149,2,0,32.08775637,0.480110483,0.42479402,0
524,524,0.841847623,0.358866792,0.597320933,2,0,30.97660737,0.508596614,0.692054992,1
525,525,0.83804409,0.804790893,0.810681974,1,2,36.10317802,0.629069016,0.467104983,1
526,526,0.467110057,0.278874828,0.42993518,1,1,21.49414564,0.749875639,0.537920273,0
527,527,0.413047148,0.210789013,0.750339757,1,2,25.69719039,0.379877008,0.062225508,0
528,528,0.271137951,0.957871192,0.9136324,0,1,36.12651092,0.422574527,0.368183264,1
529,529,0.053343968,0.00885567,0.572481772,0,1,40.77348153,0.556024624,0.507648068,1
530,530,0.86453048,0.998262364,0.180877504,1,1,29.49693687,0.650494552,0.122553081,1
531,531,0.81252707,0.677117029,0.268949895,0,2,22.66348616,0.611758731,0.915937984,0
532,532,1,0.828833899,0.198749091,0,0,31.29076734,0.26132973,0.059714057,0
533,533,0.996908341,0.294741554,0.246994368,2,0,38.97025599,0.389332682,0.273137257,1
534,534,0.554153306,0.014310139,0.306593342,2,0,30.78682251,0.560612533,0.163633792,1
535,535,0.768459212,0.738192973,0.555481027,0,0,27.73909295,0.497904616,0.128241692,0
536,536,0.944855017,0.834511773,0.588361242,0,0,26.48996117,0.509767256,0.141046259,0
537,537,0.849402537,0.74080077,0.426759403,1,2,26.81601773,0.198591857,0.22528632,0
538,538,0.244987439,0.142903521,0.615809069,0,2,36.90328748,0.481191459,0.282028547,0
539,539,0.448897277,0.753758442,0.081599729,2,2,68.05458246,0.455387726,0.15796643,0
540,540,0.126383569,0.769260339,0.087817271,0,2,28.08044295,0.689000979,0.492594112,0
541,541,0.954172932,0.658827944,0.171915716,1,2,41.3590937,0.433980298,0.845337505,0
542,542,0.605074489,0.766452215,0.518399508,2,2,40.58866364,0.409403055,0.353618485,0
543,543,0.226216433,0.846293964,0.214109644,2,2,38.96526133,0.469067226,0.028058254,0
544,544,0.670830724,0.613871135,0.283446547,2,0,37.33199917,0.275225388,0.515006831,1
545,545,0.617070086,0.088633313,0.400554662,2,1,32.40063524,0.705403838,0.552336408,1
546,546,0.356191334,0.48783762,0.812388169,0,2,28.59191812,0.295419332,0.78431461,0
547,547,0.110726938,0.077672958,0.013840835,1,1,31.09601396,0.431183356,0.86035633,0
548,548,0.670702788,0.407716472,0.649790231,0,2,39.1931396,0.5797065,0.703260151,1
549,549,0.518905914,0.407279731,0.669301217,0,2,26.15605528,0.500965051,0.152312996,0
550,550,0.77180189,0.066028182,0.799168831,2,0,27.95816268,0.650024555,0.345593567,0
551,551,0.518761208,0.348967306,0.933357294,1,1,34.55742188,0.682451488,0.088346374,1
552,552,0.851945549,0.111036867,0.020120821,2,0,41.08176966,0.663018871,0.971484718,0
553,553,0.550616056,0.80859062,0.153857674,0,0,33.66805545,0.557955941,0.481860765,1
554,554,0.559678915,0.948106767,0.886743932,0,1,39.70624175,0.351903923,0.29787252,1
555,555,0.876503619,0.072337677,0.458800019,2,0,37.62434802,0.581848814,0.888657005,1
556,556,0.401670687,0.955537321,0.564944319,0,2,28.12085494,0.556959619,0.857572282,0
557,557,0.13125644,0.522802281,0.663447907,0,2,41.51141507,0.595033654,0.063100631,0
558,558,0.025654218,0.299690082,0.679498229,2,2,24.46213355,0.659075844,0.38868357,0
559,559,0.754560399,0.076885341,0.932344069,0,2,28.92254013,0.469156803,0.389092025,1
560,560,0.61925906,0.50083998,0.997597482,1,2,51.60064111,0.390748854,0.604708449,0
561,561,0.703323552,0.794864724,0.720617063,2,0,30.60328806,0.425914607,0.433022808,1
562,562,0.210482712,0.707395952,0.287386033,1,0,23.54288535,0.388915163,0.710768469,0
563,563,0.133620964,0.050237181,0.88032067,0,2,29.2060649,0.441274603,0.162167296,0
564,564,0.01136619,0.072923303,0.049223688,0,2,21.15347292,0.304874416,0.314660899,0
565,565,0.348589564,0.403044603,0.231207452,2,0,26.25162452,0.599416144,0.648741692,0
566,566,0.588760432,0.295412957,0.897965991,0,1,27.08995644,0.694524197,0.507218221,0
567,567,0.390392385,0.232478217,0.256335211,2,0,29.71366027,0.419170685,0.898941884,0
568,568,0.435782153,0.281120474,0.220770557,2,0,25.28236134,0.574484844,0.006062178,0
569,569,0.904105333,0.803835995,0.1381886,2,0,31.09243869,0.471123816,0.035969497,0
570,570,0.34624928,0.929638411,0.859665971,2,0,44.68615769,0.55913771,0.096091401,0
571,571,0.512565507,0.405275027,0.500368,2,0,52.28181537,0.499013386,0.273638306,0
572,572,0.783176329,0.906510861,0.675321986,1,1,25.5361864,0.508822256,0.660320842,0
573,573,0.394706224,0.321630065,0.23919842,2,2,25.95939213,0.66204996,0.79355328,0
574,574,0.621042452,0.476641714,0.758525817,1,2,29.8452411,0.462913129,0.430593828,0
575,575,0.862163526,0.226120006,0.760492279,0,1,33.51264458,0.387300267,0.791400472,1
576,576,0.949626614,0.640755266,0.312780127,2,2,29.01214728,0.282596917,0.314582847,0
577,577,0.144360565,0.979414067,0.41093152,0,2,22.26489188,0.498238411,0.189669907,1
578,578,0.926613054,0.603755525,0.209802312,2,2,25.10097659,0.654671395,0.018143733,0
579,579,0.490615473,0.357964941,0.977195206,1,1,33.55834487,0.859482404,0.462670557,0
580,580,0.255922003,0.648100004,0.646011416,1,1,26.67810172,0.626451043,0.468307553,0
581,581,0.457519079,0.122964861,0.935149455,1,2,35.98287801,0.425334907,0.490968622,1
582,582,0.98024575,0.889051014,0.303561374,0,2,17.21501153,0.602020016,0.234738298,0
583,583,0.491119037,0.50330078,0.782392548,2,2,42.85822859,0.645013923,0.324137243,0
584,584,0.326676909,0.449542169,0.766349363,0,0,28.23812367,0.333877934,0.238265569,1
585,585,0.632396351,0.586119212,0.692095848,1,0,28.98573933,0.599235035,0.258652056,1
586,586,0.237759654,0.625055961,0.966265721,0,0,22.601927,0.460118148,0.638148017,0
587,587,0.072900258,0.071796762,0.393792561,1,1,20.79712022,0.491323181,0.324064747,0
588,588,0.126102893,0.682915583,0.130775587,1,2,29.1260247,0.724419312,0.42936394,1
589,589,0.125266081,0.242029911,0.672135474,1,1,37.51062313,0.513769209,0.021816066,0
590,590,0.149206742,0.714265225,0.729775634,2,1,40.51521309,0.576909286,0.01365031,0
591,591,0.136085288,0.822896698,0.575421382,2,1,34.29003955,0.618758701,0.286476658,0
592,592,0.639896497,0.804311975,0.206927972,1,2,27.29555881,0.428001013,0.889168021,0
593,593,0.17928944,0.552740239,0.504768677,0,0,24.46573861,0.379067554,0.586531604,1
594,594,0.343652005,0.520394481,0.312371561,0,2,36.99535631,0.741320285,0.356950979,0
595,595,0.896709158,0.142929207,0.427726843,2,2,30.10639948,0.517900126,0.955423592,0
596,596,0.472397045,0.775686624,0.645627154,1,1,19.59145886,0.720754637,0.027531705,0
597,597,0.666673225,0.271520998,0.745691406,0,1,24.17335952,0.272491333,0.031551588,1
598,598,0.169695643,0.496909351,0.232352069,1,1,47.53635337,0.492883677,0.645735982,0
599,599,0.189734939,0.284391552,0.405570599,0,0,33.52869135,0.581536584,0.012060735,0
600,600,0.037782614,0.133877499,0.269314098,2,0,20.96867979,0.648304797,0.685793256,0
601,601,0.166298944,0.629831963,0.198736119,1,0,30.91008316,0.475229428,0.410154654,0
602,602,0.276339427,0.054345069,0.783889874,1,2,54.62940272,0.400908917,0.659374816,0
603,603,0.174402733,0.748973582,0.909841048,0,1,27.97499858,0.574848362,0.428188242,1
604,604,0.085784567,0.317719383,0.37045353,0,2,48.22065594,0.317620028,0.00587405,0
605,605,0.117830082,0.000123114,0.751759717,0,0,28.72279185,0.709935772,0.703394971,0
